Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
1,2023,'870421929',544,  ,NO,0,6,11122,0,0,0,0,1,1961,0,0,0,0,0,0,0,2,3922,0,1,1753,0,0,0,0,2,3486,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870421929',545,  ,NO,0,37,199550,0,0,0,0,1,2409,0,12,14704,0,22,177100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2685,0,0,0,0,1,2652,0,0,0
1,2023,'870421929',546,  ,NO,0,1,2221,0,1,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870421929',547,  ,NO,0,331,612526,0,16,31356,0,38,71462,0,38,70877,0,47,85567,0,14,28693,0,23,41107,0,26,45704,0,27,49415,0,21,37733,0,45,82467,0,29,55398,0,7,12747
1,2023,'870421929',551,  ,NO,0,2355,6575544,0,259,718520,0,292,807457,0,210,617771,0,94,256268,0,80,233622,0,220,615773,0,280,762033,0,286,711617,0,250,729349,0,145,422601,0,108,329588,0,131,370945
1,2023,'870421929',553,  ,NO,0,6,15000,0,0,0,0,0,0,0,3,7500,0,0,0,0,0,0,0,1,2500,0,0,0,0,2,5000,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870421929',554,  ,NO,0,6,15980,0,0,0,0,0,0,0,0,0,0,1,2660,0,0,0,0,1,2660,0,0,0,0,1,2620,0,0,0,0,0,0,0,0,0,0,3,8040
1,2023,'870421929',560,  ,NO,0,363,1023963,0,15,39454,0,14,35631,0,24,63166,0,26,67147,0,14,36937,0,17,46728,0,19,53558,0,28,75120,0,14,39012,0,45,137856,0,67,191636,0,80,237718
1,2023,'870421929',601,  ,NO,0,24945,97851875,0,1314,5095301,0,1747,6659221,0,2956,9865855,0,1966,6894408,0,1551,5939292,0,2477,9484298,0,2645,10096987,0,1779,6619726,0,2477,10703789,0,1368,6115182,0,1926,8269490,0,2739,12108326
1,2023,'870421929',602,  ,NO,0,1176,3270829,0,116,316198,0,41,111470,0,78,202104,0,104,277373,0,84,235252,0,157,451403,0,181,510502,0,76,193188,0,117,304003,0,79,241533,0,72,217325,0,71,210478
1,2023,'870421929',606,  ,NO,0,2482,7528911,0,131,363094,0,183,500026,0,207,563532,0,300,898140,0,121,396161,0,236,728800,0,256,821953,0,192,585066,0,340,1021998,0,150,489936,0,206,658605,0,160,501600
1,2023,'870421929',607,  ,NO,0,16,37886,0,1,1667,0,2,4903,0,2,4830,0,0,0,0,1,1667,0,1,2288,0,1,1667,0,0,0,0,2,5282,0,3,7973,0,1,2267,0,2,5342
1,2023,'870421929',610,  ,NO,0,50,138381,0,2,5258,0,3,7766,0,3,8028,0,4,11082,0,2,5268,0,7,18806,0,16,43919,0,1,2770,0,1,2527,0,1,2517,0,5,14325,0,5,16115
1,2023,'870421929',611,  ,NO,0,156,363610,0,1,1722,0,14,30028,0,8,18204,0,11,24681,0,4,9085,0,36,83962,0,30,70911,0,7,14435,0,15,34900,0,21,49733,0,4,11176,0,5,14773
1,2023,'870421929',612,  ,NO,0,214,603350,0,0,0,0,15,35000,0,30,83336,0,11,28860,0,2,5522,0,23,61288,0,14,40456,0,10,31214,0,68,210257,0,16,36339,0,6,20214,0,19,50864
1,2023,'870421929',613,  ,NO,0,64,170632,0,0,0,0,5,12860,0,2,3847,0,1,2871,0,2,5407,0,14,35419,0,6,15962,0,4,9267,0,14,38833,0,8,23151,0,6,18025,0,2,4990
1,2023,'870421929',614,  ,NO,0,1,3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3691,0,0,0,0,0,0
1,2023,'870421929',617,  ,NO,0,1,3371,0,0,0,0,0,0,0,1,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870421929',618,  ,NO,0,161,359391,0,0,0,0,34,74946,0,38,82396,0,36,80275,0,23,52265,0,0,0,0,25,57254,0,5,12255,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870421929',619,  ,NO,0,71,151195,0,3,6475,0,4,8506,0,0,0,0,2,4041,0,9,20094,0,0,0,0,15,30722,0,8,15439,0,0,0,0,9,18293,0,9,20373,0,12,27252
1,2023,'870421929',626,  ,NO,0,1,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200
1,2023,'870421929',628,  ,NO,0,2,6254,0,0,0,0,0,0,0,0,0,0,1,3184,0,0,0,0,0,0,0,0,0,0,1,3070,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422100',106,  ,ST,0,2262,12338511,0,202,1041847,0,305,1522066,0,214,1099231,0,293,1655415,0,367,2077644,0,194,1055937,0,122,656813,0,123,742655,0,116,632383,0,145,772174,0,88,521312,0,93,561034
1,2023,'870422100',110,  ,ST,0,8370,16618480,0,594,1174189,0,844,1704869,0,912,2048896,0,1088,2316614,0,1018,1810144,0,1096,1930918,0,588,1325557,0,330,806977,0,358,726910,0,588,1039679,0,690,1174266,0,264,559461
1,2023,'870422100',113,  ,ST,0,4828,11730851,0,298,683028,0,264,578848,0,284,643805,0,238,579776,0,224,531701,0,274,675793,0,550,1298806,0,408,1002325,0,574,1410100,0,660,1582770,0,468,1233202,0,586,1510697
1,2023,'870422100',117,  ,ST,0,2108,3105798,0,160,238290,0,192,318348,0,252,382294,0,74,111596,0,136,197563,0,186,284779,0,222,325953,0,173,255170,0,158,218805,0,192,269586,0,151,210903,0,212,292511
1,2023,'870422100',118,  ,ST,0,1944,5331643,0,192,568214,0,168,533999,0,96,228294,0,168,558960,0,144,356893,0,192,520137,0,252,665587,0,84,188062,0,144,455223,0,144,332979,0,144,354231,0,216,569064
1,2023,'870422100',120,  ,ST,0,48,89810,0,0,0,0,6,9978,0,0,0,0,0,0,0,0,0,0,12,22689,0,6,11647,0,0,0,0,0,0,0,6,11652,0,12,22748,0,6,11096
1,2023,'870422100',124,  ,ST,0,629,1470385,0,30,41433,0,64,84214,0,0,0,0,0,0,0,0,0,0,79,221169,0,150,439885,0,146,348796,0,60,117665,0,6,21727,0,30,73012,0,64,122484
1,2023,'870422100',127,  ,ST,0,173,717787,0,0,0,0,12,17545,0,24,45158,0,101,581037,0,0,0,0,0,0,0,0,0,0,6,18322,0,12,18794,0,0,0,0,6,9350,0,12,27581
1,2023,'870422100',137,  ,ST,0,7974,23277323,0,618,1539878,0,750,1982820,0,708,2280540,0,492,1352391,0,660,1764736,0,1158,2640918,0,990,2911864,0,630,1793758,0,678,2306090,0,528,2041885,0,414,1412550,0,348,1249893
1,2023,'870422100',147,  ,ST,0,1,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422100',150,  ,ST,0,192,521171,0,0,0,0,0,0,0,18,41480,0,0,0,0,24,64290,0,0,0,0,42,120788,0,24,67172,0,24,64740,0,12,32432,0,24,67280,0,24,62989
1,2023,'870422100',152,  ,ST,0,2598,6860459,0,114,335251,0,258,671569,0,420,1034004,0,72,186747,0,120,337923,0,372,954416,0,324,836596,0,36,79401,0,372,1081576,0,246,610701,0,156,434952,0,108,297323
1,2023,'870422100',153,  ,ST,0,84,319096,0,12,46251,0,44,169204,0,20,74323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13951,0,4,15367,0,0,0,0,0,0
1,2023,'870422100',157,  ,ST,0,18,38849,0,0,0,0,0,0,0,18,38849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422100',220,  ,ST,0,2034,6631057,0,372,1245096,0,228,782599,0,240,821742,0,48,156648,0,12,51414,0,36,124039,0,198,628360,0,384,1168970,0,228,703327,0,138,461040,0,126,408106,0,24,79716
1,2023,'870422100',234,  ,ST,0,5484,10649314,0,264,475375,0,480,919753,0,546,1044230,0,252,484048,0,426,795013,0,432,817975,0,480,905633,0,360,704967,0,504,966492,0,648,1276067,0,588,1218355,0,504,1041406
1,2023,'870422100',238,  ,ST,0,30,121920,0,0,0,0,18,79573,0,0,0,0,6,26533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15814,0,0,0
1,2023,'870422100',305,  ,ST,0,2322,10853691,0,182,758692,0,150,625701,0,324,1443304,0,150,706117,0,182,862282,0,274,1268861,0,214,1005181,0,188,931215,0,180,914081,0,150,805367,0,154,780516,0,174,752374
1,2023,'870422100',306,  ,ST,0,498,2310111,0,28,130227,0,32,142210,0,52,230804,0,44,195393,0,38,166265,0,46,216335,0,30,139591,0,62,297664,0,54,261857,0,32,166546,0,40,188561,0,40,174658
1,2023,'870422100',310,  ,ST,0,86,350640,0,2,6912,0,2,6912,0,16,73596,0,8,39848,0,12,45136,0,4,15656,0,6,22568,0,4,15972,0,6,23024,0,2,7052,0,8,31944,0,16,62020
1,2023,'870422100',311,  ,ST,0,44,196747,0,8,31766,0,0,0,0,0,0,0,0,0,0,6,28475,0,8,36168,0,10,45768,0,0,0,0,8,36440,0,0,0,0,0,0,0,4,18130
1,2023,'870422100',320,  ,ST,0,10,13937,0,0,0,0,2,2450,0,0,0,0,2,1932,0,0,0,0,0,0,0,3,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6145
1,2023,'870422100',401,  ,ST,0,1890,5624775,0,242,817147,0,308,974700,0,226,685990,0,148,415455,0,158,503357,0,216,593580,0,118,338162,0,0,0,0,0,0,0,122,344603,0,162,467510,0,190,484271
1,2023,'870422100',501,  ,ST,0,1398,4430561,0,78,232511,0,156,470811,0,66,227532,0,108,373180,0,180,661460,0,96,260909,0,96,338735,0,108,289301,0,162,466418,0,156,532589,0,48,172649,0,144,404466
1,2023,'870422100',504,  ,ST,0,144,252540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,74821,0,102,177719
1,2023,'870422100',506,  ,ST,0,2988,4198275,0,180,273804,0,84,121793,0,36,47427,0,168,223492,0,348,457984,0,444,550611,0,456,647633,0,276,417361,0,192,299663,0,156,237445,0,348,500560,0,300,420502
1,2023,'870422100',524,  ,ST,0,138,289608,0,18,38119,0,0,0,0,30,65260,0,0,0,0,18,45414,0,18,45414,0,12,23558,0,24,37363,0,0,0,0,0,0,0,12,22695,0,6,11785
1,2023,'870422100',541,  ,ST,0,3386,6374900,0,318,617104,0,456,875278,0,462,898066,0,210,382323,0,256,466289,0,462,802419,0,390,716434,0,240,437137,0,114,208668,0,84,159778,0,90,179956,0,304,631448
1,2023,'870422100',551,  ,ST,0,5460,16487725,0,434,1359001,0,466,1226500,0,246,634094,0,346,1088194,0,446,1222996,0,790,2227400,0,466,1455081,0,464,1578693,0,608,1959796,0,412,1224076,0,308,955794,0,474,1556100
1,2023,'870422915',103,  ,NO,0,89,85960,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12402,0,16,15155,0,0,0,0,48,43539,0,9,12328,0,1,636
1,2023,'870422915',105,  ,NO,0,3,12511,0,0,0,0,0,0,0,1,8882,0,0,0,0,0,0,0,0,0,0,1,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2465
1,2023,'870422915',106,  ,NO,0,1,500,0,0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',107,  ,NO,0,41,25005,0,3,2243,0,3,1420,0,6,4087,0,5,2917,0,5,3380,0,3,1874,0,3,1622,0,1,542,0,2,1508,0,3,1347,0,3,1620,0,4,2445
1,2023,'870422915',108,  ,NO,0,4,4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,664,0,1,2409,0,0,0,0,0,0,0,0,0,0,2,1560
1,2023,'870422915',111,  ,NO,0,106,55833,0,5,1640,0,7,3058,0,2,1188,0,10,5189,0,10,6228,0,12,6740,0,4,2578,0,11,5199,0,11,4927,0,13,7293,0,8,4809,0,13,6984
1,2023,'870422915',112,  ,NO,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',113,  ,NO,0,148,117638,0,1,234,0,1,1286,0,28,21309,0,9,6509,0,7,6336,0,13,12186,0,22,24711,0,11,5816,0,4,3264,0,20,14263,0,17,11551,0,15,10173
1,2023,'870422915',117,  ,NO,0,2889,2458415,0,205,171432,0,207,187425,0,214,197182,0,258,240118,0,192,155958,0,324,287710,0,245,198850,0,230,189597,0,304,249195,0,245,210056,0,213,163429,0,252,207463
1,2023,'870422915',120,  ,NO,0,1,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1206,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',121,  ,NO,0,9,9630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3194,0,0,0,0,0,0,0,0,0,0,4,5196,0,1,1240
1,2023,'870422915',122,  ,NO,0,69,35466,0,2,855,0,13,6490,0,11,6097,0,6,3351,0,2,811,0,2,773,0,3,1324,0,4,2683,0,5,2256,0,7,3382,0,9,3963,0,5,3481
1,2023,'870422915',124,  ,NO,0,1,4342,0,1,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',125,  ,NO,0,56,78960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22491,0,20,30048,0,17,26421,0,0,0
1,2023,'870422915',126,  ,NO,0,44,57053,0,1,805,0,2,2238,0,3,2819,0,3,11782,0,9,11153,0,4,2588,0,0,0,0,2,2243,0,4,6867,0,6,8439,0,1,928,0,9,7191
1,2023,'870422915',127,  ,NO,0,11,20510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1749,0,0,0,0,4,5835,0,0,0,0,0,0,0,3,5194,0,2,4716,0,1,3016
1,2023,'870422915',128,  ,NO,0,2,9868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3215,0,1,6653,0,0,0,0,0,0
1,2023,'870422915',134,  ,NO,0,1,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1630
1,2023,'870422915',146,  ,NO,0,5,1945,0,0,0,0,0,0,0,0,0,0,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,3,750,0,0,0,0,1,875,0,0,0
1,2023,'870422915',147,  ,NO,0,985,703241,0,71,45415,0,62,46524,0,72,48682,0,79,61255,0,80,59877,0,90,63792,0,75,50573,0,74,51024,0,69,51197,0,111,71354,0,96,73227,0,106,80321
1,2023,'870422915',151,  ,NO,0,5,8495,0,0,0,0,2,1916,0,0,0,0,1,2152,0,0,0,0,2,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',157,  ,NO,0,6,3594,0,1,550,0,0,0,0,1,507,0,0,0,0,1,370,0,0,0,0,0,0,0,1,217,0,1,1121,0,0,0,0,0,0,0,1,829
1,2023,'870422915',205,  ,NO,0,1,2911,0,0,0,0,0,0,0,1,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',206,  ,NO,0,4,13669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6272,0,1,6164,0,0,0
1,2023,'870422915',221,  ,NO,0,199,233719,0,10,8515,0,9,9510,0,20,22575,0,22,25614,0,20,19972,0,11,12124,0,22,25098,0,13,15591,0,14,26503,0,27,28693,0,20,25098,0,11,14426
1,2023,'870422915',233,  ,NO,0,39,51575,0,0,0,0,3,4916,0,2,1782,0,1,906,0,2,4029,0,3,4242,0,6,6167,0,1,1926,0,3,3807,0,1,507,0,6,7815,0,11,15478
1,2023,'870422915',234,  ,NO,0,14,16559,0,0,0,0,1,739,0,0,0,0,0,0,0,0,0,0,3,4983,0,5,6048,0,1,1116,0,2,2038,0,2,1635,0,0,0,0,0,0
1,2023,'870422915',238,  ,NO,0,3,2025,0,0,0,0,3,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',302,  ,NO,0,7,7668,0,1,999,0,2,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1416,0,0,0,0,2,3575
1,2023,'870422915',304,  ,NO,0,7,9204,0,0,0,0,0,0,0,0,0,0,1,899,0,1,2312,0,1,1951,0,0,0,0,0,0,0,0,0,0,2,1680,0,1,1362,0,1,1000
1,2023,'870422915',314,  ,NO,0,8,22467,0,1,3520,0,0,0,0,0,0,0,1,2621,0,1,1146,0,0,0,0,0,0,0,1,4420,0,0,0,0,1,3443,0,1,2523,0,2,4794
1,2023,'870422915',315,  ,NO,0,22,34286,0,0,0,0,1,1565,0,2,2034,0,1,1990,0,2,3560,0,2,3066,0,2,4742,0,4,3663,0,3,5215,0,3,3899,0,1,2720,0,1,1832
1,2023,'870422915',316,  ,NO,0,288,381857,0,22,29772,0,11,16231,0,10,8264,0,16,20351,0,11,11910,0,20,30465,0,21,33438,0,28,34269,0,31,42144,0,46,58181,0,31,41910,0,41,54922
1,2023,'870422915',317,  ,NO,0,21,40410,0,0,0,0,1,2811,0,4,8202,0,1,1182,0,0,0,0,3,6714,0,1,2109,0,2,3183,0,0,0,0,3,6858,0,6,9351,0,0,0
1,2023,'870422915',319,  ,NO,0,7,13882,0,0,0,0,1,2036,0,0,0,0,0,0,0,1,2475,0,0,0,0,0,0,0,2,4679,0,2,3594,0,0,0,0,1,1098,0,0,0
1,2023,'870422915',320,  ,NO,0,23,54276,0,2,5737,0,4,5822,0,3,2141,0,0,0,0,0,0,0,2,1674,0,2,837,0,0,0,0,3,13451,0,2,5441,0,3,14897,0,2,4276
1,2023,'870422915',323,  ,NO,0,50,35528,0,4,2175,0,1,550,0,1,608,0,3,1525,0,11,5020,0,9,6888,0,3,2305,0,3,4977,0,2,980,0,9,6909,0,3,2319,0,1,1272
1,2023,'870422915',326,  ,NO,0,1,982,0,0,0,0,0,0,0,0,0,0,1,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',328,  ,NO,0,10,17761,0,0,0,0,2,3246,0,0,0,0,0,0,0,0,0,0,1,1505,0,0,0,0,1,2942,0,2,2969,0,0,0,0,1,4130,0,3,2969
1,2023,'870422915',329,  ,NO,0,2,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2828,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',330,  ,NO,0,7,16837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1806,0,0,0,0,1,750,0,2,1602,0,1,3279,0,1,5508,0,1,3892,0,0,0
1,2023,'870422915',331,  ,NO,0,17,29278,0,2,2768,0,3,4633,0,0,0,0,0,0,0,2,1906,0,1,6040,0,1,896,0,0,0,0,3,4935,0,1,2855,0,3,3811,0,1,1434
1,2023,'870422915',333,  ,NO,0,3,8544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3295,0,1,3087,0,1,2162
1,2023,'870422915',335,  ,NO,0,2,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1591,0,1,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',336,  ,NO,0,8,11963,0,1,1550,0,1,762,0,0,0,0,1,2050,0,0,0,0,2,2849,0,0,0,0,0,0,0,0,0,0,2,3624,0,0,0,0,1,1128
1,2023,'870422915',337,  ,NO,0,5,10139,0,1,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3086,0,0,0,0,1,3385,0,0,0,0,1,1143,0,1,881,0,0,0
1,2023,'870422915',403,  ,NO,0,258,291975,0,10,11016,0,23,23861,0,21,21188,0,28,32840,0,17,19250,0,14,13490,0,22,26626,0,36,44596,0,25,25832,0,27,34392,0,13,13108,0,22,25776
1,2023,'870422915',404,  ,NO,0,95,134025,0,6,10038,0,9,13160,0,3,2925,0,4,7055,0,4,4744,0,4,5334,0,10,17198,0,6,7976,0,10,16127,0,19,27563,0,11,11077,0,9,10828
1,2023,'870422915',408,  ,NO,0,2,4500,0,0,0,0,1,2500,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',409,  ,NO,0,527,385156,0,18,13561,0,29,21450,0,34,21378,0,30,18231,0,28,19654,0,39,24242,0,44,35764,0,40,33012,0,54,35797,0,67,48302,0,60,42097,0,84,71668
1,2023,'870422915',501,  ,NO,0,2,1700,0,0,0,0,0,0,0,0,0,0,2,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',505,  ,NO,0,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350
1,2023,'870422915',510,  ,NO,0,2,1000,0,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0
1,2023,'870422915',517,  ,NO,0,6,3275,0,0,0,0,0,0,0,2,828,0,0,0,0,1,650,0,0,0,0,1,577,0,1,500,0,0,0,0,0,0,0,1,720,0,0,0
1,2023,'870422915',524,  ,NO,0,4,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,0,1,425,0,1,480,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',527,  ,NO,0,9,5381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,8,4381
1,2023,'870422915',532,  ,NO,0,2,1522,0,0,0,0,0,0,0,0,0,0,1,874,0,1,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',533,  ,NO,0,57,62793,0,5,4630,0,8,10026,0,5,4972,0,3,3797,0,3,3674,0,3,2982,0,11,10502,0,2,2527,0,6,5934,0,3,3924,0,6,8412,0,2,1413
1,2023,'870422915',534,  ,NO,0,13,14703,0,2,3008,0,1,946,0,1,1016,0,1,897,0,0,0,0,1,741,0,0,0,0,1,499,0,0,0,0,1,1956,0,0,0,0,5,5640
1,2023,'870422915',540,  ,NO,0,1,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,742
1,2023,'870422915',541,  ,NO,0,221,244539,0,16,15889,0,6,5972,0,23,24775,0,20,20994,0,7,6983,0,28,33731,0,13,16032,0,15,15090,0,15,15240,0,23,26792,0,30,30992,0,25,32049
1,2023,'870422915',542,  ,NO,0,753,789319,0,53,46694,0,40,38997,0,65,64074,0,44,42748,0,34,33426,0,45,44872,0,75,75403,0,68,73770,0,59,64889,0,113,128811,0,72,76556,0,85,99079
1,2023,'870422915',543,  ,NO,0,507,489785,0,31,31541,0,47,46261,0,29,28611,0,36,35782,0,33,28226,0,49,43971,0,42,43351,0,45,38918,0,46,48405,0,58,56315,0,46,44935,0,45,43469
1,2023,'870422915',544,  ,NO,0,8,34760,0,0,0,0,1,4297,0,0,0,0,1,3687,0,2,12450,0,0,0,0,0,0,0,2,7255,0,0,0,0,1,3594,0,1,3477,0,0,0
1,2023,'870422915',545,  ,NO,0,182,186873,0,3,2968,0,11,11102,0,17,15726,0,14,14022,0,12,12617,0,12,9632,0,11,10274,0,16,15035,0,14,13531,0,20,22121,0,26,32468,0,26,27377
1,2023,'870422915',547,  ,NO,0,11,17347,0,0,0,0,0,0,0,1,1631,0,1,1063,0,1,920,0,0,0,0,1,2920,0,1,1973,0,1,898,0,3,3436,0,1,3031,0,1,1475
1,2023,'870422915',549,  ,NO,0,66,53460,0,6,4365,0,7,5886,0,6,5591,0,1,570,0,2,2356,0,8,5452,0,6,4171,0,9,7628,0,3,2658,0,11,7751,0,2,2073,0,5,4959
1,2023,'870422915',550,  ,NO,0,1,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,366
1,2023,'870422915',551,  ,NO,0,795,683704,0,28,23931,0,43,37823,0,48,44439,0,25,21990,0,38,31336,0,58,42704,0,85,69526,0,69,58130,0,79,68697,0,119,103188,0,118,108632,0,85,73308
1,2023,'870422915',552,  ,NO,0,10,5203,0,0,0,0,0,0,0,1,504,0,0,0,0,0,0,0,3,1370,0,0,0,0,1,478,0,0,0,0,3,1788,0,2,1063,0,0,0
1,2023,'870422915',553,  ,NO,0,41,37595,0,8,7797,0,3,1794,0,1,757,0,2,1247,0,3,2745,0,1,1089,0,1,943,0,1,308,0,7,6988,0,7,7538,0,3,2978,0,4,3411
1,2023,'870422915',554,  ,NO,0,181,154943,0,17,16211,0,7,6316,0,7,4773,0,8,9319,0,11,8596,0,16,12890,0,21,14231,0,24,17513,0,23,21814,0,21,16623,0,14,13110,0,12,13547
1,2023,'870422915',555,  ,NO,0,31,16221,0,0,0,0,0,0,0,1,608,0,4,2369,0,4,1988,0,0,0,0,2,1281,0,2,791,0,4,1823,0,4,2142,0,5,2439,0,5,2780
1,2023,'870422915',560,  ,NO,0,2,3372,0,1,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2599,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',601,  ,NO,0,2,1873,0,1,1100,0,0,0,0,1,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',602,  ,NO,0,5,4229,0,1,418,0,0,0,0,1,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1143,0,0,0,0,1,939,0,0,0,0,1,1264
1,2023,'870422915',605,  ,NO,0,2,9532,0,0,0,0,0,0,0,1,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4717,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870422915',606,  ,NO,0,527,1159996,0,28,50695,0,23,55134,0,17,52724,0,21,39979,0,36,71080,0,75,157869,0,24,60204,0,53,130339,0,64,138423,0,60,102234,0,49,114638,0,77,186677
1,2023,'870422915',609,  ,NO,0,1,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1661
